culture,line,transfer,Tsample,colony,range.perc.spore,perc.spore,range.veg.ml,veg.ml,range.spore.ml,spore.ml,range.cell.ml,cell.ml,range.growth.rate,growth.rate,range.Max.OD,Max.OD,range.lag.time,lag.time,host,phage,seed.bank,flask
WLO,L1,D14,T24H,C13,0.6043397495024223,9.76990620570518,1671606.6093593892,13911124.969179317,284347.4627300992,1519364.0055515997,1955954.0720894895,15430488.974730916,0.002235000000000001,0.048725,0.015335000000000099,1.2213349999999998,0.5499999999999989,13.05,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C14,0.26971261748899966,4.83291226740973,483791.7441020906,4486577.765542343,37933.92169922619,229321.48150783865,521725.66580131743,4715899.247050181,5.150000000000016e-4,0.053535,0.05967,0.679,0.25,28.95,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C2,0.8416542455030793,81.85532722525738,3228399.27681458,44251554.90417053,3265479.184362322,199329022.53385073,6493878.461176872,243580577.4380213,9.699999999999986e-4,0.030080000000000003,0.093835,0.46016500000000005,1.299999999999999,10.100000000000001,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C3,1.6180723487346906,4.779796809869657,1890730.5446041375,19960750.093209073,260838.38376069174,974278.0192959992,1629892.1608434431,20935028.112505075,2.8000000000000247e-4,0.036669999999999994,0.05249999999999999,1.0375,25.6,39.1,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C4,0.026872200559127923,0.37084526098343906,1013817.5812803209,247548856.5134272,63244.21130256145,921182.9299655142,950573.3699777722,248470039.4433927,2.500000000000002e-4,0.03005,0.008835000000000037,0.49416499999999997,0.6499999999999986,16.25,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C5,0.4930103089275759,3.196145633276375,134664.5698019676,6382742.732773747,38030.45653441016,211615.73650266882,172695.0263363775,6594358.469276416,0.0029599999999999974,0.0446,0.12400000000000011,0.88133,3.5,19.5,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C6,1.2660157336030036,3.433088142917134,772839.6888510603,9245842.376366332,97933.0874203748,319853.3772754473,674906.6014306862,9565695.753641779,9.800000000000017e-4,0.04949,0.040669999999999984,1.227,4.049999999999997,44.25,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C7,4.318755844728159,88.39185686810498,16060272.795729257,40928079.949695036,7729710.461827457,308553337.7496811,8330562.333901763,349481417.6993761,0.00136,0.02843,0.013664999999999983,0.49366499999999996,1.0999999999999996,10.9,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C8,6.87471591470649,11.304100710235575,1370304.9650524296,9084947.48768746,614726.2112265085,1099291.8967972193,755578.7538259216,10184239.384484679,0.001015000000000002,0.032465,0.097835,0.337165,1.1000000000000005,6.199999999999999,WT,SPO1,long,WLO-L1
WLO,L1,D14,T24H,C9,19.456508694029523,20.989193538509994,13684286.269052029,42027795.99315877,9191013.84872785,10058194.654211996,4493272.420324177,52085990.64737077,7.199999999999984e-4,0.03048,0.009670000000000012,0.446,0.5,19.9,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C1,12.806583068204219,75.80843199710986,29219176.14739801,54988616.0603942,28592096.212650865,171984304.00485867,627079.9347471297,226972920.06525287,6.250000000000006e-4,0.025835,0.00466500000000003,0.963665,4.949999999999999,15.95,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C10,2.21321419357902,76.84500041237516,850289.1840091809,4189268.857185745,1110479.7317027412,13715601.29407819,1960768.9157119207,17904870.151263937,1.9999999999999185e-5,0.02224,0.0021700000000000053,0.5495,11.200000000000003,29.4,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C11,2.9295887676074415,84.15036053916745,1816529.0433365107,6227175.431169212,2530966.696817152,32258315.301101677,4347495.740153663,38485490.73227089,0.0011350000000000006,0.025305,0.10283500000000001,0.49016499999999996,5.050000000000001,19.45,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C12,1.251693000797534,3.3414239224556583,66285517.825029075,277982598.1169999,1421889.8762297686,8769715.96318629,64863627.94879931,286752314.0801862,1.0499999999999746e-4,0.023085,0.05500000000000005,0.627,1.799999999999999,9.8,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C13,1.2535501329427916,87.59222837562254,593437.5480458555,2364371.482302035,6183698.7446116805,17375886.7476163,6777136.292657539,19740258.22991833,0.002235000000000001,0.048725,0.015335000000000099,1.2213349999999998,0.5499999999999989,13.05,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C14,2.364536945257626,80.77464939605647,331959.6982431896,5407422.870407672,2091191.4840584658,22935469.157604434,1759231.7858152762,28342892.028012104,5.150000000000016e-4,0.053535,0.05967,0.679,0.25,28.95,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C15,1.5517286422873582,86.94670398563602,285451.78375800326,3874664.9914497216,5511950.372343164,26497930.606772035,5797402.156101167,30372595.598221757,5.499999999999984e-4,0.02946,0.04632999999999998,0.45899999999999996,0.3999999999999986,15.8,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C2,0.4299142009660528,96.12276029802548,1648577.2129119337,15998481.610617477,4922015.591609478,396990030.29749185,3273438.378697574,412988511.9081093,9.699999999999986e-4,0.030080000000000003,0.093835,0.46016500000000005,1.299999999999999,10.100000000000001,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C3,1.8405402806722364,16.40677886734121,97436.63352069445,11144356.518614851,274495.87861991767,2191191.960511905,177059.24509922415,13335548.479126757,2.8000000000000247e-4,0.036669999999999994,0.05249999999999999,1.0375,25.6,39.1,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C4,12.156689667132191,48.65260172527174,15799546.723219864,55928806.417696945,10521579.525934733,51743990.3918091,5277967.197285131,107672796.80950604,2.500000000000002e-4,0.03005,0.008835000000000037,0.49416499999999997,0.6499999999999986,16.25,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C5,8.18242684602889,18.79776794823917,1200802.9905031319,3348802.990503132,126677.74634606321,666988.9203206035,1074125.2441570684,4015791.9108237354,0.0029599999999999974,0.0446,0.12400000000000011,0.88133,3.5,19.5,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C6,0.8010388834731188,20.326580571109318,1015819.8082727566,8278320.715450345,363763.74824461015,2125865.497283002,1379583.5565173663,10404186.212733347,9.800000000000017e-4,0.04949,0.040669999999999984,1.227,4.049999999999997,44.25,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C7,0.0729349355061828,97.67043186812124,531989.3044340555,9804549.157104407,9137005.949851274,410766840.20399493,9668995.254285276,420571389.36109936,0.00136,0.02843,0.013664999999999983,0.49366499999999996,1.0999999999999996,10.9,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C8,3.253599315599814,88.23779218722873,3915274.516185576,8496833.022825517,10491785.804580323,59756381.144094236,14407060.320765898,68253214.16691975,0.001015000000000002,0.032465,0.097835,0.337165,1.1000000000000005,6.199999999999999,WT,SPO1,long,WLO-L1
WLO,L1,D14,T48H,C9,9.560463250775534,35.2959273757896,9964356.143557668,74604074.94847858,11637408.736773625,40943560.381981075,1673052.5932159573,115547635.33045964,7.199999999999984e-4,0.03048,0.009670000000000012,0.446,0.5,19.9,WT,SPO1,long,WLO-L1
WLO,L2,D14,T24H,C1,6.932384622117176e-6,7.565878801286899e-5,122130.85599999991,1332913.0040000002,0,0,122130.85599999991,1332913.0040000002,8.699999999999992e-4,0.02495,0.12633000000000005,0.7789999999999999,0.8999999999999986,8.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C10,0,23.60833346209158,0,2196467.0758002987,0,678802.4548017913,0,2875269.53060209,0.002369999999999997,0.050890000000000005,0.0674999999999999,1.56583,3.25,72.75,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C11,2.1750325283754427e-5,0.0012546619536537994,1382.1107160905522,79725.70332940896,0,0,1382.1107160905522,79725.70332940896,4.9999999999980616e-6,0.028385,0.1038349999999999,0.979835,4.8,7.7,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C12,0.5443538852159406,77.67231718064464,379558.96482328884,11562601.511502199,58096.14735562354,40212672.2110226,437655.11217891425,51775273.7225248,0.0013050000000000006,0.024635,0.033499999999999974,0.50417,4.1,11,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C13,1.8601747098289199,7.317400086751254,1987802.797011666,51000010.07155078,947044.4062998742,4005621.2638545847,1040758.3907117918,55005631.335405365,4.400000000000029e-4,0.029769999999999998,0.04417000000000004,0.6435,1.3999999999999986,10.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C14,4.387364481212828,76.37020799841609,2208745.3969365656,18450932.896936562,7543156.014198899,60622859.6108011,5334410.617262334,79073792.50773767,4.49999999999999e-4,0.02709,0.0026650000000000285,0.539335,1.6999999999999993,8.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C15,5.479679930444069,13.95347389336978,4148259.5462066177,10421754.794358678,82130.62102214433,1431068.9565913721,4066128.9251844734,11852823.75095005,0.0020000000000000018,0.03727,0.13166499999999992,1.039665,2.1000000000000085,88.19999999999999,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C2,0,4.438659114549014,0,20528136.76605271,0,953495.471659713,0,21481632.237712424,7.149999999999969e-4,0.026735000000000002,0.03700000000000003,0.504,0.8500000000000014,11.95,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C3,0,12.457569611333067,0,47781725.88832487,0,6799492.3857868025,0,54581218.27411167,2.2499999999999604e-4,0.031975,0.16649999999999998,0.89183,2.1500000000000004,10.85,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C4,0.20527125784358446,4.4398867358678,2007585.5945180133,28374461.307174794,157068.49279166316,1322974.9922215375,2164654.0873096734,29697436.299396336,8.750000000000008e-4,0.022955,0.15249999999999997,0.4265,6.35,9.55,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C5,4.914501450170469,37.821985931130584,14484899.425460495,51130591.584221385,2416944.385307893,29766089.27075481,16901843.81076838,80896680.8549762,5.9999999999997555e-5,0.03565,0.07799999999999996,0.72167,6.25,9.95,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C6,3.032332461525547,10.652443900439657,2132320.789632704,16113154.522263274,355785.4570263135,1860793.3642482432,1776535.3326063901,17973947.886511516,7.549999999999987e-4,0.036235,0.19333500000000003,1.356335,1.9499999999999993,12.850000000000001,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C7,0,0.05562466396938104,0,999333.7774816789,0,555.185431934266,0,999888.9629136132,0.0013950000000000004,0.030024999999999996,0.013835000000000042,1.052165,3.0999999999999996,7,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C8,0.04324802418592011,4.022237935082615,78719.83696262259,3035360.7539823083,4724.076624674693,127242.5582261366,83443.91358729731,3162603.312208445,0.001230000000000002,0.02837,0.029664999999999997,0.359335,4.75,11.05,WT,SPO1,long,WLO-L2
WLO,L2,D14,T24H,C9,0.8294966786727471,3.7982153405954753,10928908.379341662,125922810.81836605,1561054.2316024872,5079346.914529317,12489962.610944152,131002157.73289537,3.1499999999999584e-4,0.034765000000000004,0.09183500000000011,1.0658349999999999,0.20000000000000107,11.2,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C1,3.9319223248629243,83.42272129429332,10671789.813000001,19845518.627,27454164.224999994,90826660.375,38125954.03799999,110672179.002,8.699999999999992e-4,0.02495,0.12633000000000005,0.7789999999999999,0.8999999999999986,8.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C10,2.3675712297977753,91.71621523480349,1304675.1258482272,5287452.305611414,4019509.8757040054,59317411.54517867,2714834.749855779,64604863.850790076,0.002369999999999997,0.050890000000000005,0.0674999999999999,1.56583,3.25,72.75,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C11,4.112627790916715,5.852582958544694,164934.62887429073,8383242.454459043,379124.3762182356,530491.5637182356,214189.74734394625,8913734.018177278,4.9999999999980616e-6,0.028385,0.1038349999999999,0.979835,4.8,7.7,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C12,8.544176858386251,86.25124280063167,11420568.173872137,16178277.42497346,4772921.156181067,91429099.04583913,16193489.33005321,107607376.47081259,0.0013050000000000006,0.024635,0.033499999999999974,0.50417,4.1,11,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C13,0.21045144074365751,8.663454943116935,3068596.0829212554,21402822.113987137,237087.51488454686,2022482.9799800655,3305683.597805802,23425305.093967203,4.400000000000029e-4,0.029769999999999998,0.04417000000000004,0.6435,1.3999999999999986,10.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C14,11.420470838547473,72.49976599587688,9339701.289204247,20851694.67216537,6350450.346428715,53730608.379791304,2989250.9427755326,74582303.05195668,4.49999999999999e-4,0.02709,0.0026650000000000285,0.539335,1.6999999999999993,8.3,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C15,0.14994609604389098,93.28890004961298,750842.9673799532,3257724.964076595,11527944.21983035,45558959.08494321,12278787.1872103,48816684.04901981,0.0020000000000000018,0.03727,0.13166499999999992,1.039665,2.1000000000000085,88.19999999999999,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C2,0.27432583238733343,96.03315215984611,360679.8006901778,2142381.2453129706,12528155.306004927,52756084.68000172,12888835.1066951,54898465.925314695,7.149999999999969e-4,0.026735000000000002,0.03700000000000003,0.504,0.8500000000000014,11.95,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C3,20.376533212833976,56.36899254933516,4072035.2877422376,7287290.318158709,2111804.220073888,8499332.888021573,1960231.0676683486,15786623.206180282,2.2499999999999604e-4,0.031975,0.16649999999999998,0.89183,2.1500000000000004,10.85,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C4,12.248691679428035,84.28197215840476,13172114.433294533,15634229.47321632,2845048.7201479822,71350833.30545023,16017163.153442502,86985062.77866656,8.750000000000008e-4,0.022955,0.15249999999999997,0.4265,6.35,9.55,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C5,3.8183369836395684,87.20371970465783,617420.6589393206,4792226.569282422,16946356.0871554,37898856.29585396,17563776.746094726,42691082.86513638,5.9999999999997555e-5,0.03565,0.07799999999999996,0.72167,6.25,9.95,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C6,2.9588658434842614,90.7528077373763,3711393.790393643,13939903.03957754,12735261.775370836,139694915.9540452,9023867.984977216,153634818.99362272,7.549999999999987e-4,0.036235,0.19333500000000003,1.356335,1.9499999999999993,12.850000000000001,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C7,0,51.93852642744565,0,56923655.509590074,0,61515607.37119218,0,118439262.88078225,0.0013950000000000004,0.030024999999999996,0.013835000000000042,1.052165,3.0999999999999996,7,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C8,1.9597347714989546,26.353623370062248,2060514.7611379493,5287848.094471283,548120.2361782072,1822786.9028448737,2608634.9973161565,7110634.9973161565,0.001230000000000002,0.02837,0.029664999999999997,0.359335,4.75,11.05,WT,SPO1,long,WLO-L2
WLO,L2,D14,T48H,C9,1.5810388427089634,96.1634586044368,1298490.8977670218,2196818.95922206,11046322.810168117,49976282.1413927,12344813.70793514,52173101.10061476,3.1499999999999584e-4,0.034765000000000004,0.09183500000000011,1.0658349999999999,0.20000000000000107,11.2,WT,SPO1,long,WLO-L2
WLO,L3,D14,T24H,C1,1.6910993944261037,77.13282374578539,813713.959479223,6242097.232445966,734476.7314642817,20940601.196396783,1548190.6909435093,27182698.428842746,0.0043199999999999975,0.02849,0.048169999999999935,0.4545,1.25,14.55,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C10,0,2.714545097059836,0,10292901.938426454,0,287200.68415051315,0,10580102.622576967,0.0016299999999999995,0.06035,0.07300000000000018,1.158,0.04999999999999716,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C12,0,12.161086500790752,0,3606666.666666667,0,499333.3333333334,0,4106000.0000000005,0.004424999999999998,0.043895000000000003,0.010500000000000065,0.60117,1.8499999999999979,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C14,13.309356090475747,13.876013152785424,1264040.6053894428,1322707.2720561093,482714.4702842377,483047.8036175711,1746755.0756736803,1805755.0756736803,1.6499999999999848e-4,0.035615,0.08016500000000004,0.766165,1.3000000000000007,12.2,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C3,5.383277909610739,6.717991755032643,32202816.059357315,109016325.6041444,4332383.102454092,6242751.503517518,27870432.95690322,115259077.1076619,0.0025350000000000025,0.032775,0.034835000000000005,0.451835,1.8000000000000007,11.7,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C4,0,0.44351647263073835,0,311865912.7625202,0,1389337.6413570275,0,313255250.4038772,0.0053349999999999995,0.038145,0.10949999999999993,0.9995,35.05,44.95,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C5,0,0.2140244043037524,0,825225.5439589599,0,1768.972227136034,0,826994.5161860959,4.6500000000000014e-4,0.033385,0.005830000000000002,0.6385,2.0500000000000007,8.25,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C6,0.14637156358515646,0.8633950205775848,17332823.146493495,127691478.19008002,341166.3279712016,1138177.5359413137,17673989.474464685,128829655.72602135,0.004680000000000004,0.03841,0.020500000000000074,0.58083,0.25,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C7,0,9.655398985342226,0,7763002.045870571,0,829654.3555507698,0,8592656.401421342,3.249999999999989e-4,0.020505000000000002,0.003165000000000029,0.333835,6.550000000000001,9.35,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C8,21.152813744920426,23.094424970716876,1355786.7542040725,3003076.0250242422,610517.7072347301,696824.6408001493,745269.0469693425,3699900.6658243914,0.006144999999999998,0.039235,0.027334999999999998,0.713665,1.450000000000001,14.149999999999999,WT,SPO1,long,WLO-L3
WLO,L3,D14,T24H,C9,0,0.793976243558102,0,218910642.57028115,0,1752008.0321285143,0,220662650.60240966,4.899999999999974e-4,0.040260000000000004,0.005329999999999946,0.6080000000000001,0.1999999999999993,11.100000000000001,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C1,0.7379862089302094,94.83110142659845,463362.06896551745,3911637.9310344825,2341883.441271752,72032996.15803474,1878521.3723062277,75944634.08906923,0.0043199999999999975,0.02849,0.048169999999999935,0.4545,1.25,14.55,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C10,9.518537673525074,84.38607162930272,1060032.4853997484,1881187.669811718,1944466.8174872454,10706116.960445175,884434.3320874963,12587304.630256893,0.0016299999999999995,0.06035,0.07300000000000018,1.158,0.04999999999999716,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C11,5.306329473222007,79.41034851345808,3807486.003801152,13915663.488216262,2656909.044799015,53373527.33217202,1150576.9590021372,67289190.82038827,0.0013199999999999948,0.04438,0.07200000000000006,0.5956699999999999,1.299999999999999,12.3,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C12,0.3618039804322706,94.33624975671438,254670.19978773594,2016375.1286118943,6543807.768786393,34019328.2164125,6798477.968574129,36035703.34502439,0.004424999999999998,0.043895000000000003,0.010500000000000065,0.60117,1.8499999999999979,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C13,7.085525609149485,44.57906924116382,2081685.5504957438,8830861.978021367,334156.645344628,6879880.689940877,1747528.9051511157,15710742.667962244,0.002149999999999999,0.03354,0.013835000000000042,0.6538349999999999,1.4499999999999993,17.75,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C14,41.98073745342593,47.392094395762825,28352674.642592307,32859748.7795476,17200934.193251673,20702857.54415636,11151740.449340634,53562606.32370396,1.6499999999999848e-4,0.035615,0.08016500000000004,0.766165,1.3000000000000007,12.2,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C15,2.3668022977193885,87.28745951370374,1610303.4099755287,7900651.892390817,474606.2882133648,54036394.19355956,1135697.1217621565,61937046.085950375,1.9000000000000267e-4,0.03168,0.031164999999999998,0.832165,0.5999999999999996,9,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C2,5.719206228876601,73.9841923987199,7189458.77502878,30837947.216048338,5532762.250826716,87333272.1297305,1656696.5242020488,118171219.34577882,0.0014749999999999971,0.030315,0.123,1.27533,26.1,40.199999999999996,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C3,1.2073982306194893,79.1256415834433,427877.8163845204,16010384.247843541,2822464.276456833,60826929.32883534,2394586.4600723237,76837313.57667887,0.0025350000000000025,0.032775,0.034835000000000005,0.451835,1.8000000000000007,11.7,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C4,13.275921706800517,33.7793435684909,19849406.425530404,33512205.451457925,21950959.18584043,25474809.637065183,41800365.61137084,58987015.08852311,0.0053349999999999995,0.038145,0.10949999999999993,0.9995,35.05,44.95,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C5,6.2783867186964235,7.53348373214095,751994.3045675382,19932918.171120152,1535505.7756514912,1779303.8937011063,2287500.0802190304,21712222.06482126,4.6500000000000014e-4,0.033385,0.005830000000000002,0.6385,2.0500000000000007,8.25,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C6,21.02104068513765,48.356805181364365,12789110.941497542,27294253.040358536,8891957.378902815,23971030.56757512,3897153.5625947267,51265283.607933655,0.004680000000000004,0.03841,0.020500000000000074,0.58083,0.25,19.85,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C7,0.24587971978688472,90.59088166779468,588854.1049311534,17203414.176391624,892565.2774741054,165595557.68479884,1481419.382405281,182798971.86119044,3.249999999999989e-4,0.020505000000000002,0.003165000000000029,0.333835,6.550000000000001,9.35,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C8,1.8173848557964902,91.0157131550459,640912.8690773998,2839399.389651261,131375.83022833988,28608437.157675922,772288.6993057393,31447836.547327183,0.006144999999999998,0.039235,0.027334999999999998,0.713665,1.450000000000001,14.149999999999999,WT,SPO1,long,WLO-L3
WLO,L3,D14,T48H,C9,4.063406569790189,74.51071480281173,2928049.30659461,18435506.563779037,2971807.6724842787,53897963.153270535,43758.365889668465,72333469.71704957,4.899999999999974e-4,0.040260000000000004,0.005329999999999946,0.6080000000000001,0.1999999999999993,11.100000000000001,WT,SPO1,long,WLO-L3
WSCt,L1,D14,T24H,C1,0.4071955571984347,82.11540760489918,2931553.9926211387,89386247.68001923,2083248.799621284,410294290.0295304,5014802.792242408,499680537.70954967,0.0017799999999999969,0.03789,0.03383500000000006,0.6258349999999999,5.200000000000001,11.4,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C10,3.1098068429339776,89.71707119074473,7772617.3043174,51954379.66231556,92757261.09712207,478995885.97073185,84984643.79280472,530950265.63304734,0.0028899999999999967,0.03321,0.06583499999999998,0.579835,1.4499999999999993,22.45,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C11,4.463254014234593,88.32775456263738,20412011.713354327,66634233.93557655,71264106.93566334,523688274.01671755,50852095.22230899,590322507.9522941,6.999999999999992e-4,0.03907,0.03366999999999998,0.632,0.75,21.75,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C12,0.5502578303202768,93.49924194691155,3518360.898211644,5218360.898211644,57838297.02837166,80248297.02837166,61356657.926583305,85466657.9265833,1.7000000000000348e-4,0.04053,0.02300000000000002,0.65833,1.0999999999999979,26.6,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C13,1.8846229781784416,90.60425431538553,3123658.3708721437,18664894.088638972,10001163.549841434,181367223.30238146,6877505.178969294,200032117.39102042,0.0015650000000000039,0.041765,0.19166499999999997,0.814335,2.1499999999999986,25.75,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C14,0.34421054580951704,94.80144242405245,10904829.694697946,31030086.752091855,160089048.28214872,554545956.1153886,170993877.9768467,585576042.8674805,0.0012749999999999984,0.038245,0.0034999999999999476,0.6928300000000001,1,19,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C15,1.6667647598256252,71.20094064953096,3799505.1085003912,76167153.89356905,5920287.981923223,188433509.4121371,2120782.8734228313,264600663.30570614,5.350000000000008e-4,0.029485,0.012499999999999956,0.9671700000000001,5.399999999999999,17.1,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C2,2.790110401484739,89.88756705342381,16426059.245854184,63437173.6946376,27951979.214183092,567061538.3586617,11525919.968328953,630498712.0532992,0.002179999999999998,0.03085,0.021500000000000075,0.6761699999999999,8.45,9.95,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C3,0.11749215797914303,91.55347228861268,47168.04033211619,21669108.470883578,4080625.8800557256,234932881.8517455,4127793.9203878343,256601990.32262906,4.4500000000000095e-4,0.037055,0.06433,0.664,3.349999999999998,16.85,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C4,0.0604789807589583,90.10296756744461,1647393.4868757725,26683201.555627264,16646143.909164071,243036690.57901368,18293537.396039844,269719892.13464093,4.950000000000024e-4,0.037505,0.0035000000000000586,0.6755,1.1000000000000014,14.2,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C5,2.0739216778684693,87.54909750437915,5273983.908479478,22427317.24181281,69152445.47111696,170095778.80445033,74426429.37959644,192523096.04626313,5.049999999999985e-4,0.030085,0.03583500000000006,0.689835,2.0500000000000007,26.15,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C6,1.033028062410267,91.9192573441625,1449214.2697421592,14495880.936408829,40096571.202504426,170203237.86917108,41545785.47224659,184699118.8055799,7.200000000000019e-4,0.026889999999999997,0.04483499999999996,0.6888350000000001,3.5,18.8,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C7,1.102101781991962,90.59099558283717,8569006.50865905,70589975.4168297,5329596.38205719,679269102.0995047,3239410.126601815,749859077.5163344,0.0023050000000000015,0.025435,0.0021700000000000053,0.6085,0.6999999999999993,18.1,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C8,2.9158865350719765,81.53659161399344,5202685.488623798,166841870.74565578,122663114.48927999,755343675.0354533,117460429.00065625,922185545.7811091,2.149999999999999e-4,0.027155,0.02949999999999997,0.67317,0.19999999999999996,1.3,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T24H,C9,0.2547018060021031,93.4491503196819,1134990.0781982485,15332202.261987615,7103311.115107596,218396548.07948548,8238301.19330582,233728750.3414731,0.001460000000000003,0.05252,0.03183500000000006,0.9701649999999999,0.29999999999999716,29.1,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T48H,C1,1.4837470350153126,81.44900475807788,3637265.7485092133,82653515.19954127,51961074.48495865,367340960.29962707,55598340.23346788,449994475.49916834,0.0017799999999999969,0.03789,0.03383500000000006,0.6258349999999999,5.200000000000001,11.4,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T48H,C10,0.2959199292536141,97.13624088771536,190258.93225735798,5282436.311430252,12741148.786060303,180472603.08240008,12550889.85380295,185755039.39383033,0.0028899999999999967,0.03321,0.06583499999999998,0.579835,1.4499999999999993,22.45,WT,no_Phage,short,WSCt-L1
WSCt,L1,D14,T48H,C11,0.011305819914198878,96.76359760363874,1357636.73998579,21009007.419366002,38324110.76657128,627999319.348216,39681747.50655711,649008326.767582,6.999999999999992e-4,0.03907,0.03366999999999998,0.632,0.75,21.75,WT,no_Phage,short,WSCt-L1
